latency,percentile
319.343,0.01
569.774,0.05
878.168,0.1
5289.71,0.2
15959,0.3
25625.1,0.4
31951.1,0.5
37276.5,0.6
42454.3,0.7
48447.3,0.8
56559,0.9
62865.2,0.95
66662.9,0.97
72486.7,0.99
75421.6,0.995
90060.6,0.999
