latency,percentile
168905,0.01
282350,0.05
366060,0.1
441584,0.2
487248,0.3
523434,0.4
558662,0.5
593386,0.6
633660,0.7
679652,0.8
742961,0.9
790184,0.95
816660,0.97
868812,0.99
900940,0.995
950461,0.999

